node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
9564,540,15150,300,2295,True,25471,2.7118918895721436,1,0,0,0,2,208,107,5,-1,-208,-107,-5,Glioblastoma,BCAR1,2025-11-28T23:47:45.763752
2913,9,4356,300,7046,True,2087479,3.487751007080078,1,9,10,2,1,6,10,2,0,3,0,0,Glioblastoma,GRM3,2025-11-28T23:47:49.252066
7010,117,9641,300,2654,True,19133,2.0971219539642334,1,62,241,17,1,64,175,17,0,-2,66,0,Glioblastoma,TEK,2025-11-28T23:47:51.350438
56163,14,5273,300,7871,True,5136412,8.557369709014893,1,5,4,11,1,4,3,11,0,1,1,0,Glioblastoma,RNF17,2025-11-28T23:47:59.908372
57188,15,1476,300,3573,True,962762,1.1572999954223633,1,113,43,0,1,110,43,0,0,3,0,0,Glioblastoma,ADAMTSL3,2025-11-28T23:48:01.066382
355,352,13750,300,2057,True,18312,2.5826191902160645,1,0,0,0,1,170,67,3,0,-170,-67,-3,Glioblastoma,FAS,2025-11-28T23:48:03.649552
79718,152,13485,300,6377,True,637486,3.1215779781341553,1,28,140,264,1,34,174,319,0,-6,-34,-55,Glioblastoma,TBL1XR1,2025-11-28T23:48:06.771900
219493,1,351,300,10490,True,9800778,16.798848867416382,1,0,0,0,1,0,0,0,0,0,0,0,Glioblastoma,OR5AR1,2025-11-28T23:48:23.571430
133482,113,7886,300,6388,True,2210222,4.4260969161987305,1,77,72,45,1,76,50,32,0,1,22,13,Glioblastoma,SLCO6A1,2025-11-28T23:48:27.998281
388468,12,1917,300,5153,True,633398,1.1162710189819336,1,5,6,21,1,4,6,21,0,1,0,0,Glioblastoma,POTEC,2025-11-28T23:48:29.115181
11124,330,15342,300,7643,True,2798420,5.838287830352783,1,0,0,0,1,15,33,40,0,-15,-33,-40,Glioblastoma,FAF1,2025-11-28T23:48:34.954095
81796,17,4404,300,6643,True,1617936,2.870435953140259,1,31,70,126,1,28,70,126,0,3,0,0,Glioblastoma,SLCO5A1,2025-11-28T23:48:37.825242
219527,64,3066,300,2342,True,8466,0.41422319412231445,1,503,104,7,1,470,103,7,0,33,1,0,Glioblastoma,LRRC55,2025-11-28T23:48:38.240038
8074,4,1567,300,2497,True,23678,0.3256649971008301,1,9,3,0,1,7,3,0,0,2,0,0,Glioblastoma,FGF23,2025-11-28T23:48:38.566181
83851,40,3132,300,3493,True,276894,0.7693068981170654,1,185,101,61,1,163,101,61,0,22,0,0,Glioblastoma,SYT16,2025-11-28T23:48:39.336114
2956,262,14820,300,7930,True,2043215,4.994348049163818,1,10,18,23,1,36,52,92,0,-26,-34,-69,Glioblastoma,MSH6,2025-11-28T23:48:44.331077
121227,58,7515,300,4933,True,255035,1.7334849834442139,1,101,142,163,1,103,133,162,0,-2,9,1,Glioblastoma,LRIG3,2025-11-28T23:48:46.065236
26511,71,7210,300,2744,True,85012,1.238865852355957,1,205,132,2,1,215,126,2,0,-10,6,0,Glioblastoma,CHIC2,2025-11-28T23:48:47.304632
54165,274,13829,300,5920,True,2775310,5.557875871658325,1,5,1,2,1,29,27,10,0,-24,-26,-8,Glioblastoma,DCUN1D1,2025-11-28T23:48:52.863144
7062,16,5854,300,5489,True,491039,1.7626230716705322,1,22,32,72,1,19,32,71,0,3,0,1,Glioblastoma,TCHH,2025-11-28T23:48:54.626513
389015,65,5520,300,3762,True,105451,1.2127881050109863,1,150,160,35,1,143,146,35,0,7,14,0,Glioblastoma,SLC9A4,2025-11-28T23:48:55.839869
4507,91,11387,300,5860,True,1265811,3.9358131885528564,1,17,6,15,1,25,10,15,0,-8,-4,0,Glioblastoma,MTAP,2025-11-28T23:48:59.776271
11168,205,14026,300,8602,True,2571253,5.951918840408325,1,5,36,89,1,12,53,125,0,-7,-17,-36,Glioblastoma,PSIP1,2025-11-28T23:49:05.729320
83872,11,6348,300,8200,True,4352502,7.674994230270386,1,26,74,36,1,23,74,36,0,3,0,0,Glioblastoma,HMCN1,2025-11-28T23:49:13.405365
3490,18,7646,300,2064,True,10424,1.5290203094482422,1,163,203,8,1,157,201,8,0,6,2,0,Glioblastoma,IGFBP7,2025-11-28T23:49:14.935225
