node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
10013,916,17299,300,6852,True,1122395,3.930626153945923,1,0,0,0,1,23,55,81,0,-23,-55,-81,Autophagy,HDAC6,2025-11-28T23:35:20.539462
493856,241,12736,300,4975,True,1511007,4.064477920532227,1,28,23,12,1,119,50,23,0,-91,-27,-11,Autophagy,CISD2,2025-11-28T23:35:24.604687
1315,299,15589,300,6965,True,1086016,3.744925022125244,1,0,0,0,1,38,127,125,0,-38,-127,-125,Autophagy,COPB1,2025-11-28T23:35:28.350389
10533,189,13473,300,2939,True,57679,2.416543960571289,1,53,115,89,1,83,123,60,0,-30,-8,29,Autophagy,ATG7,2025-11-28T23:35:30.767603
79142,40,8466,300,4441,True,146901,1.9330568313598633,1,44,112,66,1,41,112,65,0,3,0,1,Autophagy,PHF23,2025-11-28T23:35:32.701355
9001,107,7591,300,2423,True,24554,1.7297449111938477,1,139,129,6,1,152,104,6,0,-13,25,0,Autophagy,HAP1,2025-11-28T23:35:34.431670
90410,139,8474,300,1856,True,19096,1.7657840251922607,1,167,58,0,1,204,43,0,0,-37,15,0,Autophagy,IFT20,2025-11-28T23:35:36.198114
23339,57,9417,300,4813,True,345608,2.2262179851531982,1,69,117,67,1,78,109,65,0,-9,8,2,Autophagy,VPS39,2025-11-28T23:35:38.424984
10548,66,9169,300,4760,True,236423,2.1682329177856445,1,99,165,124,1,99,153,124,0,0,12,0,Autophagy,TM9SF1,2025-11-28T23:35:40.593798
91445,157,11515,300,2726,True,73810,2.1888670921325684,1,42,51,31,1,84,61,25,0,-42,-10,6,Autophagy,RNF185,2025-11-28T23:35:42.783327
310,176,13616,300,4853,True,671623,3.124375104904175,1,18,40,61,1,24,43,43,0,-6,-3,18,Autophagy,ANXA7,2025-11-28T23:35:45.908314
57655,184,11754,300,3986,True,620210,2.795027017593384,1,43,82,18,1,100,79,16,0,-57,3,2,Autophagy,GRAMD1A,2025-11-28T23:35:48.703967
9528,203,10184,300,2999,True,27749,1.9721500873565674,1,52,209,20,1,284,159,15,0,-232,50,5,Autophagy,TMEM59,2025-11-28T23:35:50.677106
80183,11,1462,300,4515,True,173616,0.4601781368255615,1,50,107,162,1,47,107,162,0,3,0,0,Autophagy,KIAA0226L,2025-11-28T23:35:51.137826
11067,7,1253,300,2334,True,20499,0.16526007652282715,1,31,22,0,1,27,22,0,0,4,0,0,Autophagy,C10orf10,2025-11-28T23:35:51.303660
91452,209,12065,300,5352,True,878933,3.1734890937805176,1,18,46,35,1,43,75,25,0,-25,-29,10,Autophagy,ACBD5,2025-11-28T23:35:54.477974
55102,93,10568,300,5183,True,644394,2.7605979442596436,1,58,73,34,1,71,61,31,0,-13,12,3,Autophagy,ATG2B,2025-11-28T23:35:57.239210
9538,99,10305,300,4559,True,249376,2.3012301921844482,1,90,205,70,1,102,216,54,0,-12,-11,16,Autophagy,EI24,2025-11-28T23:35:59.541108
25923,185,13405,300,3090,True,107933,2.40279221534729,1,39,51,54,1,117,64,50,0,-78,-13,4,Autophagy,ATL3,2025-11-28T23:36:01.944669
3394,54,7774,300,4719,True,148172,1.8538868427276611,1,78,193,70,1,78,174,70,0,0,19,0,Autophagy,IRF8,2025-11-28T23:36:03.799138
7494,47,8389,300,3768,True,108247,1.724628210067749,1,31,108,25,1,30,90,25,0,1,18,0,Autophagy,XBP1,2025-11-28T23:36:05.524266
55626,269,14489,300,6308,True,966611,3.6854240894317627,1,7,25,37,1,55,106,172,0,-48,-81,-135,Autophagy,AMBRA1,2025-11-28T23:36:09.210638
22863,349,12692,300,2306,True,18615,2.467758893966675,1,0,0,0,1,198,101,4,0,-198,-101,-4,Autophagy,ATG14,2025-11-28T23:36:11.680919
4943,57,6287,300,3827,True,354191,1.55464506149292,1,43,52,8,1,40,49,8,0,3,3,0,Autophagy,TBC1D25,2025-11-28T23:36:13.236125
3920,594,14990,300,5614,True,540118,3.0726168155670166,1,0,0,0,1,49,137,120,0,-49,-137,-120,Autophagy,LAMP2,2025-11-28T23:36:16.309362
128338,5,2859,300,2107,True,13823,0.43778395652770996,1,67,132,6,1,65,132,6,0,2,0,0,Autophagy,DRAM2,2025-11-28T23:36:16.747772
7009,126,8844,300,2391,True,21165,1.7869482040405273,1,195,94,29,1,215,78,29,0,-20,16,0,Autophagy,TMBIM6,2025-11-28T23:36:18.535283
3428,712,16226,300,7174,True,1351099,4.124344825744629,1,0,0,0,1,7,28,44,0,-7,-28,-44,Autophagy,IFI16,2025-11-28T23:36:22.660190
57705,6,5381,300,3982,True,98402,1.1614792346954346,1,7,2,0,1,5,2,0,0,2,0,0,Autophagy,WDFY4,2025-11-28T23:36:23.822521
85363,89,11152,300,3742,True,80986,2.1535611152648926,1,89,109,46,1,102,101,38,0,-13,8,8,Autophagy,TRIM5,2025-11-28T23:36:25.976617
7030,51,9388,300,9785,True,3930856,8.105957984924316,1,8,47,77,1,9,37,76,0,-1,10,1,Autophagy,TFE3,2025-11-28T23:36:34.083164
79735,48,9426,300,10038,True,8696934,16.350752115249634,1,8,27,31,1,5,21,30,0,3,6,1,Autophagy,TBC1D17,2025-11-28T23:36:50.434556
57724,13,6485,300,3879,True,166624,1.329939842224121,1,13,23,21,1,8,22,21,0,5,1,0,Autophagy,EPG5,2025-11-28T23:36:51.765126
25989,60,9966,300,4380,True,196685,2.1802139282226562,1,24,81,150,1,23,79,141,0,1,2,9,Autophagy,ULK3,2025-11-28T23:36:53.945933
374666,43,10069,300,6661,True,1476825,3.6815621852874756,1,10,23,35,1,13,23,31,0,-3,0,4,Autophagy,WASH3P,2025-11-28T23:36:57.628139
9100,308,15150,300,10830,True,9166207,16.421218872070312,1,0,0,0,1,7,63,115,0,-7,-63,-115,Autophagy,USP10,2025-11-28T23:37:14.050042
11152,48,9892,300,3938,True,130424,2.0045218467712402,1,31,89,45,1,33,76,45,0,-2,13,0,Autophagy,WDR45,2025-11-28T23:37:16.055157
10133,423,15300,300,3492,True,85083,2.609999179840088,1,0,0,0,1,96,70,22,0,-96,-70,-22,Autophagy,OPTN,2025-11-28T23:37:18.665674
22933,149,12361,300,5098,True,503405,2.897019863128662,1,15,36,55,1,33,48,37,0,-18,-12,18,Autophagy,SIRT2,2025-11-28T23:37:21.563380
51100,120,10912,300,4408,True,410539,2.473137855529785,1,29,44,23,1,50,35,10,0,-21,9,13,Autophagy,SH3GLB1,2025-11-28T23:37:24.037184
55201,106,11880,300,4943,True,307408,2.5964999198913574,1,32,60,85,1,33,56,75,0,-1,4,10,Autophagy,MAP1S,2025-11-28T23:37:26.634343
440738,73,9682,300,3953,True,307715,2.1921119689941406,1,34,38,22,1,35,31,19,0,-1,7,3,Autophagy,MAP1LC3C,2025-11-28T23:37:28.827031
8100,52,5491,300,5330,True,494992,1.7497308254241943,1,53,37,32,1,48,35,32,0,5,2,0,Autophagy,IFT88,2025-11-28T23:37:30.577414
140710,113,12727,300,5076,True,398770,2.70558500289917,1,21,43,96,1,33,47,73,0,-12,-4,23,Autophagy,SOGA1,2025-11-28T23:37:33.283670
64422,78,10006,300,4780,True,338948,2.349419116973877,1,26,96,63,1,32,87,52,0,-6,9,11,Autophagy,ATG3,2025-11-28T23:37:35.633782
29100,52,4675,300,4879,True,431893,1.331265926361084,1,87,134,57,2,88,133,57,-1,-1,1,0,Autophagy,TMEM208,2025-11-28T23:37:36.965693
9140,85,9815,300,3079,True,57825,2.0133466720581055,1,88,110,41,1,93,94,41,0,-5,16,0,Autophagy,ATG12,2025-11-28T23:37:38.979759
81846,40,9230,300,4272,True,146394,1.922456979751587,1,60,139,95,1,58,127,95,0,2,12,0,Autophagy,SBF2,2025-11-28T23:37:40.902808
51127,81,8961,300,3594,True,119372,1.930237054824829,1,48,74,31,1,46,58,31,0,2,16,0,Autophagy,TRIM17,2025-11-28T23:37:42.833667
29110,393,15635,300,4959,True,173994,2.6166489124298096,1,0,0,0,1,66,295,140,0,-66,-295,-140,Autophagy,TBK1,2025-11-28T23:37:45.450850
